symbol,name,gql_symbol,gql_name,exch,gics_sector,industry,qm,shares_outstanding,market_cap,price,gql_ok,suffix,tsxv_sector,drop_reason,in_universe
LI,American Lithium Corp.,LI,American Lithium Corp.,TSXV,Materials,Mining,Industrial Metals,255664646.0,120162384.0,0.47,True,,Mining,,True
TUNG,American Tungsten Corp,TUNG,American Tungsten Corp.,TSXV,Materials,Mining,Industrial Metals,63460612.0,122478982.0,1.93,True,,Mining,,True
AMCO,Americore Resources Corp.,AMCO,Americore Resources Corp.,TSXV,Materials,Mining,Industrial Metals,25784151.0,7864167.0,0.305,True,,Mining,,True
AMT,AmeriTrust Financial Technologies Inc.,AMT,AmeriTrust Financial Technologies Inc.,TSXV,Technology,Software & IT Services,Application Software,1067664585.0,229547886.0,0.215,True,,Technology,,True
AMX,Amex Gold Mining Inc.,AMX,Amex Gold Mining Inc.,TSXV,Materials,Mining,Gold,160621324.0,735645664.0,4.58,True,,Mining,,True
AMG.P,AMG Acquisition Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
AMV.P,AMV II Capital Corporation,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
ANDC,Andina Copper Corporation,ANDC,Andina Copper Corporation,TSXV,Materials,Mining,Industrial Metals,275273780.0,352350439.0,1.28,True,,Mining,,True
EESH.P,Aneesh Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
AEC,Anfield Energy Inc.,AEC,Anfield Energy Inc.,TSXV,Energy,Other Energy Sources,Uranium,19949976.0,117704859.0,5.9,True,,CleanTech,,True
AEC.WT,Anfield Energy Inc. wt 12May2027,AEC,Anfield Energy Inc.,TSXV,Energy,Other Energy Sources,Uranium,19949976.0,117704859.0,5.9,True,WT,CleanTech,suffix:WT,False
AWM,Angel Wing Metals Inc.,AWM,Angel Wing Metals Inc.,TSXV,Materials,Mining,Precious Metals,107932595.0,3237978.0,0.03,True,,Mining,,True
ANK,Angkor Resources Corp.,ANK,Angkor Resources Corp.,TSXV,Materials,Mining,Gold,206129782.0,80390615.0,0.39,True,,Mining,,True
AUNK.P,Ankh II Capital Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
ANOR,AnorTech Inc.,ANOR,AnorTech Inc.,TSXV,Materials,Mining,Industrial Metals,201601041.0,16128084.0,0.08,True,,Mining,,True
AVII.P,Antera Ventures II Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
ANTL,Antler Gold Inc.,ANTL,Antler Gold Inc.,TSXV,Materials,Mining,Gold,90830935.0,2724929.0,0.03,True,,Mining,,True
APX,Apex Resources Inc.,APX,Apex Resources Inc.,TSXV,Materials,Mining,Industrial Metals,83263874.0,8742707.0,0.105,True,,Mining,,True
APMI,Apogee Minerals Ltd.,APMI,Apogee Minerals Ltd.,TSXV,Materials,Mining,Gold,76805001.0,7680501.0,0.1,True,,Mining,,True
APGO,Apollo Silver Corp.,APGO,Apollo Silver Corp.,TSXV,Materials,Mining,Silver,63593793.0,204136076.0,3.21,True,,Mining,,True
AIV.P,Apolo IV Acquisition Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
APL,Appulse Corporation,APL,Appulse Corporation,TSXV,Industrials,Industrial Goods,Specialized Industrial Machinery,14772304.0,3176046.0,0.215,True,,Diversified Industries,,True
ABR,Arbor Metals Corp.,ABR,Arbor Metals Corp.,TSXV,Materials,Mining,Industrial Metals,101248236.0,9618583.0,0.095,True,,Mining,,True
ARO,Arc Mineral Royalties Ltd.,ARO,Arc Mineral Royalties Ltd.,TSXV,Materials,Mining,Industrial Metals,65647427.0,59082685.0,0.9,True,,Mining,,True
ARCH,Arch Biopartners Inc.,ARCH,Arch Biopartners Inc.,TSXV,Healthcare,Biotechnology & Life Sciences,Biotechnology,67933289.0,70650621.0,1.04,True,,Life Sciences,,True
ACS,Archon Minerals Ltd.,ACS,Archon Minerals Limited,TSXV,Materials,Mining,Precious Metals,54416758.0,4625425.0,0.085,True,,Mining,,True
ADG,Arcus Development Group Inc.,ADG,Arcus Development Group Inc.,TSXV,Materials,Mining,Gold,21221140.0,10610570.0,0.5,True,,Mining,,True
AWX,Arcwest Exploration Inc.,AWX,Arcwest Exploration Inc.,TSXV,Materials,Mining,Industrial Metals,83506707.0,7515604.0,0.09,True,,Mining,,True
AGAG,Argenta Silver Corp.,AGAG,Argenta Silver Corp.,TSXV,Materials,Mining,Silver,290337502.0,165492377.0,0.57,True,,Mining,,True
LIT,Argentina Lithium & Energy Corp.,LIT,Argentina Lithium & Energy Corp.,TSXV,Materials,Mining,Industrial Metals,137567270.0,12381055.0,0.09,True,,Mining,,True
VLLC,Argentina Metals Corp.,VLLC,Argentina Metals Corp.,TSXV,Materials,Mining,Copper,73298343.0,27120387.0,0.37,True,,Mining,,True
ASL,Argentum Silver Corp,ASL,Argentum Silver Corp.,TSXV,Materials,Mining,Industrial Metals,51598543.0,4385877.0,0.085,True,,Mining,,True
ARGH,Argo Corporation,ARGH,Argo Corporation,TSXV,Industrials,Transportation,Road Transportation - Passengers,276181895.0,77330931.0,0.28,True,,Diversified Industries,,True
AROC.P,Argo Opportunity Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
DAN,Arianne Phosphate Inc.,DAN,Arianne Phosphate Inc.,TSXV,Materials,Mining,Industrial Metals,231294326.0,80953015.0,0.35,True,,Mining,,True
AZEM,Arizona Eagle Mining Corp.,AZEM,Arizona Eagle Mining Corp.,TSXV,Materials,Mining,Industrial Metals,56858105.0,41506417.0,0.73,True,,Mining,,True
